dataset,record_id,source_file,excel_row,system_id,issue_type,details
Binary,,,,smiles:O=C=O || smiles:[C-]#[O+],component_order_variant,2 source component orders
Ternary,ternary:003972,ternary_vle_english.xlsx,3973,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003973,ternary_vle_english.xlsx,3974,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003974,ternary_vle_english.xlsx,3975,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003975,ternary_vle_english.xlsx,3976,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003976,ternary_vle_english.xlsx,3977,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003977,ternary_vle_english.xlsx,3978,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003978,ternary_vle_english.xlsx,3979,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003979,ternary_vle_english.xlsx,3980,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003980,ternary_vle_english.xlsx,3981,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003981,ternary_vle_english.xlsx,3982,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003982,ternary_vle_english.xlsx,3983,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003983,ternary_vle_english.xlsx,3984,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003984,ternary_vle_english.xlsx,3985,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003985,ternary_vle_english.xlsx,3986,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003986,ternary_vle_english.xlsx,3987,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:003987,ternary_vle_english.xlsx,3988,fallback:4501d0d6bfddcc6a || fallback:7645054b0e40e378 || smiles:CC(C)O,missing_smiles,"component positions [1, 2]"
Ternary,ternary:004120,ternary_vle_english.xlsx,4121,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004121,ternary_vle_english.xlsx,4122,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004122,ternary_vle_english.xlsx,4123,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004123,ternary_vle_english.xlsx,4124,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004124,ternary_vle_english.xlsx,4125,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004125,ternary_vle_english.xlsx,4126,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004126,ternary_vle_english.xlsx,4127,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004127,ternary_vle_english.xlsx,4128,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004128,ternary_vle_english.xlsx,4129,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004129,ternary_vle_english.xlsx,4130,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004130,ternary_vle_english.xlsx,4131,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004131,ternary_vle_english.xlsx,4132,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004132,ternary_vle_english.xlsx,4133,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004133,ternary_vle_english.xlsx,4134,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004134,ternary_vle_english.xlsx,4135,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004135,ternary_vle_english.xlsx,4136,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004136,ternary_vle_english.xlsx,4137,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004137,ternary_vle_english.xlsx,4138,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004138,ternary_vle_english.xlsx,4139,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004139,ternary_vle_english.xlsx,4140,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004140,ternary_vle_english.xlsx,4141,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004141,ternary_vle_english.xlsx,4142,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004142,ternary_vle_english.xlsx,4143,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004143,ternary_vle_english.xlsx,4144,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004144,ternary_vle_english.xlsx,4145,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004145,ternary_vle_english.xlsx,4146,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004146,ternary_vle_english.xlsx,4147,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004147,ternary_vle_english.xlsx,4148,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004148,ternary_vle_english.xlsx,4149,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004149,ternary_vle_english.xlsx,4150,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004150,ternary_vle_english.xlsx,4151,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004151,ternary_vle_english.xlsx,4152,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004152,ternary_vle_english.xlsx,4153,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004153,ternary_vle_english.xlsx,4154,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004154,ternary_vle_english.xlsx,4155,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004155,ternary_vle_english.xlsx,4156,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004156,ternary_vle_english.xlsx,4157,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004157,ternary_vle_english.xlsx,4158,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004158,ternary_vle_english.xlsx,4159,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004159,ternary_vle_english.xlsx,4160,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004160,ternary_vle_english.xlsx,4161,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004161,ternary_vle_english.xlsx,4162,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004162,ternary_vle_english.xlsx,4163,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004163,ternary_vle_english.xlsx,4164,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004164,ternary_vle_english.xlsx,4165,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004165,ternary_vle_english.xlsx,4166,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004166,ternary_vle_english.xlsx,4167,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004167,ternary_vle_english.xlsx,4168,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004168,ternary_vle_english.xlsx,4169,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004169,ternary_vle_english.xlsx,4170,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004170,ternary_vle_english.xlsx,4171,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004171,ternary_vle_english.xlsx,4172,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004172,ternary_vle_english.xlsx,4173,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004173,ternary_vle_english.xlsx,4174,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004174,ternary_vle_english.xlsx,4175,fallback:9e7a748462a11dd6 || smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,missing_smiles,component positions [3]
Ternary,ternary:004190,ternary_vle_english.xlsx,4191,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004191,ternary_vle_english.xlsx,4192,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004192,ternary_vle_english.xlsx,4193,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004193,ternary_vle_english.xlsx,4194,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004194,ternary_vle_english.xlsx,4195,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004195,ternary_vle_english.xlsx,4196,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004196,ternary_vle_english.xlsx,4197,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004197,ternary_vle_english.xlsx,4198,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004198,ternary_vle_english.xlsx,4199,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004199,ternary_vle_english.xlsx,4200,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004200,ternary_vle_english.xlsx,4201,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004201,ternary_vle_english.xlsx,4202,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004202,ternary_vle_english.xlsx,4203,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004203,ternary_vle_english.xlsx,4204,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004204,ternary_vle_english.xlsx,4205,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004205,ternary_vle_english.xlsx,4206,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004206,ternary_vle_english.xlsx,4207,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004207,ternary_vle_english.xlsx,4208,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004208,ternary_vle_english.xlsx,4209,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004209,ternary_vle_english.xlsx,4210,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004210,ternary_vle_english.xlsx,4211,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004211,ternary_vle_english.xlsx,4212,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004212,ternary_vle_english.xlsx,4213,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004213,ternary_vle_english.xlsx,4214,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004214,ternary_vle_english.xlsx,4215,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004215,ternary_vle_english.xlsx,4216,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004216,ternary_vle_english.xlsx,4217,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004217,ternary_vle_english.xlsx,4218,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004218,ternary_vle_english.xlsx,4219,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004219,ternary_vle_english.xlsx,4220,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004220,ternary_vle_english.xlsx,4221,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004221,ternary_vle_english.xlsx,4222,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004222,ternary_vle_english.xlsx,4223,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004223,ternary_vle_english.xlsx,4224,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004224,ternary_vle_english.xlsx,4225,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004225,ternary_vle_english.xlsx,4226,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004226,ternary_vle_english.xlsx,4227,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004227,ternary_vle_english.xlsx,4228,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004228,ternary_vle_english.xlsx,4229,smiles:CCO || smiles:O || smiles:OCCCO,missing_smiles,component positions [2]
Ternary,ternary:004229,ternary_vle_english.xlsx,4230,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004230,ternary_vle_english.xlsx,4231,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004231,ternary_vle_english.xlsx,4232,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004232,ternary_vle_english.xlsx,4233,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004233,ternary_vle_english.xlsx,4234,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004234,ternary_vle_english.xlsx,4235,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004235,ternary_vle_english.xlsx,4236,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004236,ternary_vle_english.xlsx,4237,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004237,ternary_vle_english.xlsx,4238,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004238,ternary_vle_english.xlsx,4239,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004239,ternary_vle_english.xlsx,4240,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004240,ternary_vle_english.xlsx,4241,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004241,ternary_vle_english.xlsx,4242,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004242,ternary_vle_english.xlsx,4243,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004243,ternary_vle_english.xlsx,4244,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004244,ternary_vle_english.xlsx,4245,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004245,ternary_vle_english.xlsx,4246,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004246,ternary_vle_english.xlsx,4247,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004247,ternary_vle_english.xlsx,4248,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004248,ternary_vle_english.xlsx,4249,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004249,ternary_vle_english.xlsx,4250,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004250,ternary_vle_english.xlsx,4251,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004251,ternary_vle_english.xlsx,4252,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004252,ternary_vle_english.xlsx,4253,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004253,ternary_vle_english.xlsx,4254,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004254,ternary_vle_english.xlsx,4255,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004255,ternary_vle_english.xlsx,4256,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004256,ternary_vle_english.xlsx,4257,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004257,ternary_vle_english.xlsx,4258,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004258,ternary_vle_english.xlsx,4259,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004259,ternary_vle_english.xlsx,4260,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004260,ternary_vle_english.xlsx,4261,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004261,ternary_vle_english.xlsx,4262,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004262,ternary_vle_english.xlsx,4263,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004263,ternary_vle_english.xlsx,4264,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004264,ternary_vle_english.xlsx,4265,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004265,ternary_vle_english.xlsx,4266,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004266,ternary_vle_english.xlsx,4267,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004267,ternary_vle_english.xlsx,4268,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004268,ternary_vle_english.xlsx,4269,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004269,ternary_vle_english.xlsx,4270,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004270,ternary_vle_english.xlsx,4271,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004271,ternary_vle_english.xlsx,4272,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004272,ternary_vle_english.xlsx,4273,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004273,ternary_vle_english.xlsx,4274,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004274,ternary_vle_english.xlsx,4275,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004275,ternary_vle_english.xlsx,4276,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004276,ternary_vle_english.xlsx,4277,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004277,ternary_vle_english.xlsx,4278,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004278,ternary_vle_english.xlsx,4279,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004279,ternary_vle_english.xlsx,4280,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
Ternary,ternary:004280,ternary_vle_english.xlsx,4281,smiles:CCCCO || smiles:Cc1ccc(C)cc1 || smiles:O,missing_smiles,component positions [2]
